-0.024178347	-0.012230462	-0.00078784156	0.017461842	-0.0024803733	-0.007413689	-0.038793225	0.0005359864
-0.007841962	-0.03164975	0.020884862	-0.0024519586	0.0037632221	-0.045041528	-0.033717338	-0.021453252
-0.011420668	-0.013708933	0.064207256	-0.0034781594	0.02313412	-0.02296119	-0.06039425	-0.05662194
0.013970149	-0.019745717	-0.006457369	0.02152691	-0.0022927483	0.018396605	0.014141321	-0.05738165
0.054175906	-0.007903957	-0.06253009	-0.015122813	0.0107789645	0.05165096	0.02528534	-0.03800628
-0.02386185	-0.017756091	-0.036836952	0.02153352	0.021373138	0.009734627	0.011173113	-0.0025657858
-0.038695056	0.044824112	0.008898408	-0.061707538	0.0038211986	-0.094271265	0.011431531	-0.0017296614
0.020337524	-0.04929137	-0.032254376	0.08124468	-0.057590287	-0.06015626	-0.056234557	-0.058382474
0.045155674	0.067315064	0.03212898	-0.044569086	-0.026530696	-0.007986141	-0.012717012	-0.04376513
0.015282173	0.050073516	0.010649061	0.05090139	0.026482921	-0.09910301	0.049909495	-0.03671962
-0.08770911	-0.010049754	0.02296494	0.011680545	-9.609129e-05	0.005532166	-0.019358018	0.10199404
0.05862878	-0.042117946	0.008707573	-0.052730482	-0.035551123	-0.060884915	0.057231735	-0.018331602
0.029141886	-0.019019784	0.08281732	-0.0029296905	-0.066260524	-0.0068905414	0.005842655	-0.027672732
0.07390139	-0.003952287	-0.024478365	0.04071734	-0.10732004	-0.034817744	-0.011751326	-0.027446853
-0.054576818	0.08124247	-0.036444668	-0.017189898	0.062433943	0.0737205	-0.03218676	0.022194946
-0.079940185	0.02029804	0.059209976	-0.08705336	-0.05036186	-0.08945904	-0.00584785	-0.016714247
-0.03453048	0.074239284	-0.013072916	-0.09750295	-0.005785136	0.020404369	0.04728696	-0.04828418
0.11350692	-0.11392058	-0.086362034	0.010955891	-0.04681085	-0.024637703	0.1089096	0.006898312
-0.03262376	-0.010751821	0.07456717	-0.02988262	-0.012770061	-0.077388644	-0.05164494	-0.004563369
0.0040926533	-0.035968915	0.010943101	-0.035785828	0.10798057	0.02716964	0.04419282	0.06721957
-0.10206278	0.023105362	0.0054234825	-0.11876998	-0.0045700753	-0.07074751	0.0024115308	0.12386805
-0.006060685	-0.08492641	0.056709718	-0.0016158533	-0.04720927	0.07157928	-0.0035556	-0.05825331
0.026122028	-0.03924082	-0.14185494	0.08753136	-0.076290846	0.08256896	0.030105885	0.0099986475
-0.06490584	-0.06500041	-0.011253631	-0.009727817	-0.01292462	-0.043517083	-0.030661603	0.09229327
-0.0068423217	0.09664327	-0.00065116584	-0.072342895	-0.01633888	0.026309397	0.03282947	-0.053349257
0.012855486	-0.09734662	-0.0397018	0.04210333	0.061932366	0.0683992	0.10095685	-0.078443155
0.058845248	-0.011483733	0.017594269	0.08187481	-0.035553798	-0.024610598	0.052962705	-0.094579786
-0.0055682906	-0.09782907	0.04665546	-0.080628835	-0.08513527	-0.009031081	-0.04325626	0.028695596
0.030990325	0.03983579	-0.07731878	0.04779612	-0.022217834	-0.005485068	0.046925493	-0.09267303
0.13052286	0.10163039	-0.04876114	0.046453103	-0.05248895	0.012604563	-0.0068817968	-0.11291415
0.054496214	0.024594845	-0.08741546	0.029469341	0.031253528	0.24310064	0.09865103	0.04091681
0.067613155	-0.09385667	0.049882613	0.042695396	-0.09381106	-0.043581486	0.09765144	-0.083312996
-0.02236416	0.030538525	-0.08585242	0.016713835	-0.09559319	0.032987896	-0.033198815	-0.038530316
-0.08898131	0.031073201	0.0676611	-0.09396413	0.03731914	0.061576724	-0.0029342473	0.13389231
-0.10654332	0.038270067	0.08450518	0.012515473	0.0005844305	-0.11487694	-0.006199741	0.006442232
0.08808814	0.09223116	0.057213996	0.06964773	-0.01602918	-0.023786958	0.053883903	-0.022846365
-0.050740954	0.022467168	0.0753623	-0.00456068	0.09759604	0.037546545	-0.07284817	0.1629113
0.018554956	-0.01758069	-0.0030401095	-0.2354588	-0.051690552	0.17914295	-0.069683045	0.06747336
